id,ville,quartier,prix,surface,chambres,salles_bain,etage,ascenseur,parking,terrasse,type,lat,lng
268,Casablanca,Ain Sebaâ,983000,32,1,1,2,Yes,No,No,Studio,33.556401,-7.555669
269,Casablanca,Anfa,1349000,51,1,1,1,Yes,No,No,Studio,33.598713,-7.625355
270,Marrakech,Palmeraie,1000000,47,1,1,3,Yes,Yes,No,Studio,31.627082,-7.981264
271,Tanger,Malabata,996000,67,2,1,5,Yes,No,No,Appartement,35.755939,-5.842313
272,Casablanca,Sidi Maarouf,1389000,55,1,1,1,Yes,No,Yes,Studio,33.541859,-7.610661
273,Casablanca,CIL,955000,100,2,1,5,Yes,No,Yes,Appartement,33.589564,-7.613324
274,Casablanca,Anfa,2616000,146,3,2,3,Yes,Yes,Yes,Appartement,33.602939,-7.619295
275,Casablanca,Sidi Maarouf,2219000,134,2,1,3,Yes,No,No,Appartement,33.548215,-7.613076
276,Meknès,Al Qods,1573000,168,3,2,2,Yes,No,No,Appartement,33.896023,-5.552137
277,Casablanca,Maarif,3987000,297,4,3,3,Yes,Yes,Yes,Appartement,33.588893,-7.600066
278,Casablanca,Anfa,1617000,133,3,2,4,Yes,No,No,Appartement,33.59146,-7.624613
279,Casablanca,CIL,1223000,100,2,1,3,Yes,No,No,Appartement,33.584546,-7.616111
280,Casablanca,Palmier,1316000,49,1,1,4,Yes,No,Yes,Studio,33.587993,-7.594556
281,Casablanca,Gauthier,970000,36,1,1,3,Yes,No,No,Studio,33.582165,-7.607677
282,Casablanca,Bourgogne,904000,32,1,1,3,Yes,No,No,Studio,33.590525,-7.601729
283,Dar Bouazza,Dar Bouazza Centre,1915000,139,2,2,1,Yes,Yes,Yes,Appartement,33.475955,-7.76553
284,Casablanca,Gauthier,1193000,56,1,1,2,Yes,Yes,Yes,Studio,33.570937,-7.600902
285,Casablanca,Sidi Maarouf,1724000,67,2,2,3,Yes,Yes,Yes,Appartement,33.541732,-7.613807
286,Casablanca,Bourgogne,1664000,74,2,2,3,Yes,Yes,Yes,Appartement,33.58535,-7.603531
287,Casablanca,CIL,659000,85,2,2,5,Yes,Yes,Yes,Appartement,33.591535,-7.618491
288,Marrakech,Hivernage,945000,38,1,1,5,Yes,Yes,No,Studio,31.632439,-7.989326
289,Casablanca,Bourgogne,895000,31,1,1,2,Yes,No,No,Studio,33.58383,-7.606274
290,Casablanca,Hay Hassani,1393000,52,1,1,1,Yes,No,No,Studio,33.545364,-7.598417
291,Marrakech,M'Hamid,1006000,42,1,1,3,Yes,Yes,No,Studio,31.630373,-7.989836
292,Tanger,Malabata,941000,59,2,1,5,Yes,No,No,Appartement,35.76417,-5.831285
293,Casablanca,Maarif,1452000,58,1,1,1,Yes,No,Yes,Studio,33.582127,-7.608638
294,Casablanca,Hay Hassani,1018000,97,2,1,5,Yes,No,Yes,Appartement,33.554696,-7.599573
295,Casablanca,Anfa,2440000,141,3,2,3,Yes,Yes,Yes,Appartement,33.602959,-7.619583
296,Casablanca,Anfa,2393000,138,2,1,3,Yes,No,No,Appartement,33.594252,-7.62028
297,Meknès,Al Qods,1418000,176,3,2,2,Yes,No,No,Appartement,33.895497,-5.540357
298,Casablanca,Sidi Maarouf,3668000,291,4,3,3,Yes,Yes,Yes,Appartement,33.541504,-7.608771
299,Casablanca,Palmier,1503000,128,3,2,4,Yes,No,No,Appartement,33.578355,-7.595422
300,Casablanca,Bourgogne,1080000,98,2,1,3,Yes,No,No,Appartement,33.580748,-7.596855
301,Casablanca,Ain Sebaâ,1393000,44,1,1,4,Yes,No,Yes,Studio,33.548045,-7.561975
302,Casablanca,Gauthier,891000,32,1,1,3,Yes,No,No,Studio,33.582121,-7.605007
303,Casablanca,Anfa,901000,30,1,1,3,Yes,No,No,Studio,33.599554,-7.614943
304,Dar Bouazza,Dar Bouazza Centre,1744000,125,2,2,1,Yes,Yes,Yes,Appartement,33.475452,-7.762588
305,Casablanca,Gauthier,1184000,48,1,1,2,Yes,Yes,Yes,Studio,33.573814,-7.606469
306,Casablanca,Bourgogne,1647000,75,2,2,3,Yes,Yes,Yes,Appartement,33.586338,-7.602179
307,Casablanca,Ain Sebaâ,1725000,85,2,2,3,Yes,Yes,Yes,Appartement,33.55371,-7.563784
308,Casablanca,Hay Hassani,714000,89,2,2,5,Yes,Yes,Yes,Appartement,33.553266,-7.593708
309,Marrakech,Palmeraie,921000,34,1,1,5,Yes,Yes,No,Studio,31.631618,-7.979134
310,Casablanca,Bourgogne,978000,32,1,1,2,Yes,No,No,Studio,33.583117,-7.611356
311,Casablanca,Palmier,1433000,51,1,1,1,Yes,No,No,Studio,33.586951,-7.594992
312,Marrakech,Guéliz,1084000,42,1,1,3,Yes,Yes,No,Studio,31.631115,-7.988102
313,Tanger,Iberia,908000,68,2,1,5,Yes,No,No,Appartement,35.754918,-5.83799
314,Casablanca,Anfa,1375000,55,1,1,1,Yes,No,Yes,Studio,33.601861,-7.618524
315,Casablanca,Ain Sebaâ,921000,102,2,1,5,Yes,No,Yes,Appartement,33.548352,-7.565246
316,Casablanca,Bourgogne,2607000,137,3,2,3,Yes,Yes,Yes,Appartement,33.583107,-7.605848
317,Casablanca,Anfa,2446000,140,2,1,3,Yes,No,No,Appartement,33.596711,-7.620812
318,Meknès,Hamria,1360000,164,3,2,2,Yes,No,No,Appartement,33.893184,-5.543462
319,Casablanca,Palmier,3940000,311,4,3,3,Yes,Yes,Yes,Appartement,33.578126,-7.601864
320,Casablanca,Ain Sebaâ,1625000,118,3,2,4,Yes,No,No,Appartement,33.55677,-7.561507
321,Casablanca,Bourgogne,1111000,99,2,1,3,Yes,No,No,Appartement,33.579273,-7.604532
322,Casablanca,Bourgogne,1252000,48,1,1,4,Yes,No,Yes,Studio,33.58244,-7.602113
323,Casablanca,Sidi Maarouf,982000,33,1,1,3,Yes,No,No,Studio,33.543467,-7.612256
324,Casablanca,Gauthier,859000,32,1,1,3,Yes,No,No,Studio,33.577513,-7.604779
325,Dar Bouazza,Dar Bouazza Centre,1836000,139,2,2,1,Yes,Yes,Yes,Appartement,33.48326,-7.769159
326,Casablanca,Bourgogne,1196000,55,1,1,2,Yes,Yes,Yes,Studio,33.578484,-7.6021
327,Casablanca,Palmier,1567000,73,2,2,3,Yes,Yes,Yes,Appartement,33.584113,-7.602473
328,Casablanca,Hay Hassani,1808000,77,2,2,3,Yes,Yes,Yes,Appartement,33.546341,-7.605041
329,Casablanca,Bourgogne,644000,87,2,2,5,Yes,Yes,Yes,Appartement,33.579365,-7.605155
330,Marrakech,Guéliz,922000,36,1,1,5,Yes,Yes,No,Studio,31.623373,-7.990119
331,Casablanca,Anfa,893000,35,1,1,2,Yes,No,No,Studio,33.600848,-7.618132
332,Casablanca,CIL,1342000,48,1,1,1,Yes,No,No,Studio,33.586296,-7.611283
333,Marrakech,M'Hamid,1003000,43,1,1,3,Yes,Yes,No,Studio,31.627284,-7.979603
334,Tanger,Malabata,1011000,65,2,1,5,Yes,No,No,Appartement,35.765709,-5.833399
335,Casablanca,Maarif,1516000,59,1,1,1,Yes,No,Yes,Studio,33.589515,-7.610257
336,Casablanca,Gauthier,970000,104,2,1,5,Yes,No,Yes,Appartement,33.577335,-7.609862
337,Casablanca,Ain Sebaâ,2724000,138,3,2,3,Yes,Yes,Yes,Appartement,33.549894,-7.56164
338,Casablanca,Bourgogne,2404000,123,2,1,3,Yes,No,No,Appartement,33.582246,-7.604426
339,Meknès,Ismailia,1377000,161,3,2,2,Yes,No,No,Appartement,33.897787,-5.548313
340,Casablanca,Hay Hassani,4163000,330,4,3,3,Yes,Yes,Yes,Appartement,33.547782,-7.599581
341,Casablanca,Palmier,1554000,122,3,2,4,Yes,No,No,Appartement,33.585256,-7.593565
342,Casablanca,CIL,1185000,96,2,1,3,Yes,No,No,Appartement,33.586686,-7.616504
343,Casablanca,Palmier,1316000,48,1,1,4,Yes,No,Yes,Studio,33.582031,-7.596115
344,Casablanca,Maarif,902000,35,1,1,3,Yes,No,No,Studio,33.582023,-7.608057
345,Casablanca,Anfa,878000,33,1,1,3,Yes,No,No,Studio,33.591197,-7.621476
346,Dar Bouazza,Dar Bouazza Centre,1728000,125,2,2,1,Yes,Yes,Yes,Appartement,33.477796,-7.757374
347,Casablanca,Ain Sebaâ,1215000,49,1,1,2,Yes,Yes,Yes,Studio,33.549806,-7.556591
348,Casablanca,Palmier,1530000,75,2,2,3,Yes,Yes,Yes,Appartement,33.583254,-7.594159
349,Casablanca,Maarif,1698000,70,2,2,3,Yes,Yes,Yes,Appartement,33.586069,-7.613773
350,Casablanca,Gauthier,686000,78,2,2,5,Yes,Yes,Yes,Appartement,33.584437,-7.609619
351,Marrakech,Palmeraie,908000,34,1,1,5,Yes,Yes,No,Studio,31.626431,-7.980751
352,Casablanca,Palmier,883000,35,1,1,2,Yes,No,No,Studio,33.577879,-7.593059
353,Casablanca,Ain Sebaâ,1250000,48,1,1,1,Yes,No,No,Studio,33.55425,-7.55369
354,Marrakech,Targa,1092000,41,1,1,3,Yes,Yes,No,Studio,31.630779,-7.985022
355,Tanger,Centre-ville,961000,68,2,1,5,Yes,No,No,Appartement,35.75651,-5.830049
356,Casablanca,Maarif,1377000,60,1,1,1,Yes,No,Yes,Studio,33.584149,-7.610779
357,Casablanca,Bourgogne,936000,93,2,1,5,Yes,No,Yes,Appartement,33.580163,-7.597874
358,Casablanca,Gauthier,2704000,160,3,2,3,Yes,Yes,Yes,Appartement,33.578072,-7.60846
359,Casablanca,Maarif,2324000,141,2,1,3,Yes,No,No,Appartement,33.582738,-7.608643
360,Meknès,Marjane,1454000,154,3,2,2,Yes,No,No,Appartement,33.892403,-5.544714
361,Casablanca,Sidi Maarouf,3667000,292,4,3,3,Yes,Yes,Yes,Appartement,33.540826,-7.610935
362,Casablanca,Sidi Maarouf,1551000,124,3,2,4,Yes,No,No,Appartement,33.542877,-7.619028
363,Casablanca,Anfa,1078000,114,2,1,3,Yes,No,No,Appartement,33.600501,-7.613718
364,Casablanca,Gauthier,1303000,50,1,1,4,Yes,No,Yes,Studio,33.578383,-7.601835
365,Casablanca,Palmier,883000,32,1,1,3,Yes,No,No,Studio,33.582821,-7.594927
366,Casablanca,CIL,894000,35,1,1,3,Yes,No,No,Studio,33.594972,-7.621352
367,Dar Bouazza,Val Fleuri,1811000,135,2,2,1,Yes,Yes,Yes,Appartement,33.473505,-7.756236
368,Casablanca,Ain Sebaâ,1140000,53,1,1,2,Yes,Yes,Yes,Studio,33.55428,-7.558694
369,Casablanca,Sidi Maarouf,1560000,68,2,2,3,Yes,Yes,Yes,Appartement,33.547581,-7.611078
370,Casablanca,Ain Sebaâ,1777000,81,2,2,3,Yes,Yes,Yes,Appartement,33.560983,-7.559472
371,Casablanca,Ain Sebaâ,654000,86,2,2,5,Yes,Yes,Yes,Appartement,33.560596,-7.561826
372,Marrakech,Targa,914000,40,1,1,5,Yes,Yes,No,Studio,31.627097,-7.97858
373,Casablanca,Maarif,1008000,31,1,1,2,Yes,No,No,Studio,33.591719,-7.612729
374,Casablanca,Ain Sebaâ,1423000,45,1,1,1,Yes,No,No,Studio,33.550239,-7.561247
375,Marrakech,M'Hamid,1106000,47,1,1,3,Yes,Yes,No,Studio,31.632284,-7.974896
376,Tanger,California,902000,59,2,1,5,Yes,No,No,Appartement,35.755481,-5.834282
377,Casablanca,Sidi Maarouf,1390000,52,1,1,1,Yes,No,Yes,Studio,33.543102,-7.611896
378,Casablanca,Bourgogne,946000,91,2,1,5,Yes,No,Yes,Appartement,33.576959,-7.602476
379,Casablanca,Ain Sebaâ,2509000,152,3,2,3,Yes,Yes,Yes,Appartement,33.554056,-7.560181
380,Casablanca,Anfa,2424000,133,2,1,3,Yes,No,No,Appartement,33.593544,-7.6133
381,Meknès,Ville Nouvelle,1556000,155,3,2,2,Yes,No,No,Appartement,33.894217,-5.551663
382,Casablanca,Maarif,3613000,288,4,3,3,Yes,Yes,Yes,Appartement,33.588616,-7.604483
383,Casablanca,Hay Hassani,1636000,122,3,2,4,Yes,No,No,Appartement,33.547891,-7.599323
384,Casablanca,Sidi Maarouf,1104000,98,2,1,3,Yes,No,No,Appartement,33.541306,-7.613271
385,Casablanca,Sidi Maarouf,1428000,47,1,1,4,Yes,No,Yes,Studio,33.546155,-7.607558
386,Casablanca,Hay Hassani,879000,36,1,1,3,Yes,No,No,Studio,33.549764,-7.601765
387,Casablanca,Gauthier,824000,33,1,1,3,Yes,No,No,Studio,33.577844,-7.601641
388,Dar Bouazza,Bouskoura,1880000,122,2,2,1,Yes,Yes,Yes,Appartement,33.481343,-7.762645
389,Casablanca,Sidi Maarouf,1234000,56,1,1,2,Yes,Yes,Yes,Studio,33.544795,-7.605956
390,Casablanca,Sidi Maarouf,1684000,76,2,2,3,Yes,Yes,Yes,Appartement,33.537263,-7.606548
391,Casablanca,Maarif,1752000,72,2,2,3,Yes,Yes,Yes,Appartement,33.582422,-7.604766
392,Casablanca,Sidi Maarouf,635000,81,2,2,5,Yes,Yes,Yes,Appartement,33.538141,-7.608214
393,Marrakech,Targa,909000,35,1,1,5,Yes,Yes,No,Studio,31.635537,-7.981891
394,Casablanca,Gauthier,949000,36,1,1,2,Yes,No,No,Studio,33.580608,-7.610677
395,Casablanca,Bourgogne,1357000,45,1,1,1,Yes,No,No,Studio,33.582798,-7.606601
396,Marrakech,Guéliz,1053000,47,1,1,3,Yes,Yes,No,Studio,31.631137,-7.983175
397,Tanger,Iberia,929000,66,2,1,5,Yes,No,No,Appartement,35.761526,-5.840231
398,Casablanca,Gauthier,1372000,52,1,1,1,Yes,No,Yes,Studio,33.577548,-7.604705
399,Casablanca,Palmier,1028000,99,2,1,5,Yes,No,Yes,Appartement,33.581206,-7.596782
400,Casablanca,CIL,2608000,138,3,2,3,Yes,Yes,Yes,Appartement,33.595523,-7.618308
401,Casablanca,Palmier,2314000,129,2,1,3,Yes,No,No,Appartement,33.579695,-7.598538
402,Meknès,Marjane,1370000,170,3,2,2,Yes,No,No,Appartement,33.89047,-5.547045
403,Casablanca,Maarif,3770000,290,4,3,3,Yes,Yes,Yes,Appartement,33.585888,-7.608771
404,Casablanca,Anfa,1577000,116,3,2,4,Yes,No,No,Appartement,33.600042,-7.618408
405,Casablanca,Bourgogne,1154000,96,2,1,3,Yes,No,No,Appartement,33.58176,-7.598808
406,Casablanca,Ain Sebaâ,1263000,42,1,1,4,Yes,No,Yes,Studio,33.554055,-7.561326
407,Casablanca,Bourgogne,1003000,37,1,1,3,Yes,No,No,Studio,33.580995,-7.604901
408,Casablanca,Maarif,841000,28,1,1,3,Yes,No,No,Studio,33.581837,-7.603871
409,Dar Bouazza,Dar Bouazza Centre,1747000,137,2,2,1,Yes,Yes,Yes,Appartement,33.479153,-7.765116
410,Casablanca,CIL,1248000,53,1,1,2,Yes,Yes,Yes,Studio,33.587937,-7.612842
411,Casablanca,Gauthier,1614000,74,2,2,3,Yes,Yes,Yes,Appartement,33.575764,-7.609731
412,Casablanca,Gauthier,1678000,84,2,2,3,Yes,Yes,Yes,Appartement,33.572968,-7.607491
413,Casablanca,CIL,668000,78,2,2,5,Yes,Yes,Yes,Appartement,33.580279,-7.617465
414,Marrakech,Palmeraie,837000,34,1,1,5,Yes,Yes,No,Studio,31.628735,-7.977636
415,Casablanca,Palmier,881000,30,1,1,2,Yes,No,No,Studio,33.576209,-7.598253
416,Casablanca,Anfa,1394000,54,1,1,1,Yes,No,No,Studio,33.596573,-7.619271
417,Marrakech,Targa,1075000,47,1,1,3,Yes,Yes,No,Studio,31.626126,-7.984025
418,Tanger,Centre-ville,982000,68,2,1,5,Yes,No,No,Appartement,35.767256,-5.836169
419,Casablanca,Bourgogne,1560000,60,1,1,1,Yes,No,Yes,Studio,33.575268,-7.608902
420,Casablanca,Maarif,1024000,96,2,1,5,Yes,No,Yes,Appartement,33.580245,-7.605202
421,Casablanca,CIL,2573000,137,3,2,3,Yes,Yes,Yes,Appartement,33.583895,-7.609889
422,Casablanca,Maarif,2353000,134,2,1,3,Yes,No,No,Appartement,33.588326,-7.60605
423,Meknès,Al Qods,1458000,155,3,2,2,Yes,No,No,Appartement,33.89124,-5.541937
424,Casablanca,Palmier,3908000,301,4,3,3,Yes,Yes,Yes,Appartement,33.581758,-7.603087
425,Casablanca,Sidi Maarouf,1694000,113,3,2,4,Yes,No,No,Appartement,33.536476,-7.604692
426,Casablanca,Gauthier,1149000,108,2,1,3,Yes,No,No,Appartement,33.579928,-7.614076
427,Casablanca,CIL,1274000,42,1,1,4,Yes,No,Yes,Studio,33.591036,-7.619652
428,Casablanca,Anfa,875000,35,1,1,3,Yes,No,No,Studio,33.595797,-7.619056
429,Casablanca,Gauthier,817000,30,1,1,3,Yes,No,No,Studio,33.579359,-7.60644
430,Dar Bouazza,Val Fleuri,1888000,129,2,2,1,Yes,Yes,Yes,Appartement,33.478094,-7.758669
431,Casablanca,Gauthier,1197000,49,1,1,2,Yes,Yes,Yes,Studio,33.577844,-7.611453
432,Casablanca,Anfa,1491000,73,2,2,3,Yes,Yes,Yes,Appartement,33.599087,-7.615899
433,Casablanca,Bourgogne,1904000,71,2,2,3,Yes,Yes,Yes,Appartement,33.588856,-7.596489
434,Casablanca,Palmier,715000,84,2,2,5,Yes,Yes,Yes,Appartement,33.581788,-7.597577
435,Marrakech,M'Hamid,827000,38,1,1,5,Yes,Yes,No,Studio,31.630139,-7.985932
436,Casablanca,CIL,913000,34,1,1,2,Yes,No,No,Studio,33.592973,-7.614847
437,Casablanca,Gauthier,1437000,53,1,1,1,Yes,No,No,Studio,33.576863,-7.605935
438,Marrakech,Targa,1051000,42,1,1,3,Yes,Yes,No,Studio,31.633114,-7.982757
439,Tanger,Iberia,871000,62,2,1,5,Yes,No,No,Appartement,35.760346,-5.827512
440,Casablanca,Palmier,1425000,54,1,1,1,Yes,No,Yes,Studio,33.581152,-7.597073
441,Casablanca,Ain Sebaâ,1049000,106,2,1,5,Yes,No,Yes,Appartement,33.550688,-7.560209
442,Casablanca,Sidi Maarouf,2691000,148,3,2,3,Yes,Yes,Yes,Appartement,33.546767,-7.608977
443,Casablanca,CIL,2156000,133,2,1,3,Yes,No,No,Appartement,33.597988,-7.618857
444,Meknès,Ville Nouvelle,1402000,171,3,2,2,Yes,No,No,Appartement,33.885578,-5.545643
445,Casablanca,Ain Sebaâ,3839000,311,4,3,3,Yes,Yes,Yes,Appartement,33.557728,-7.561808
446,Casablanca,Bourgogne,1709000,119,3,2,4,Yes,No,No,Appartement,33.587537,-7.594488
447,Casablanca,CIL,1124000,103,2,1,3,Yes,No,No,Appartement,33.585915,-7.616107
448,Casablanca,Palmier,1339000,42,1,1,4,Yes,No,Yes,Studio,33.576696,-7.596007
449,Casablanca,Maarif,1024000,37,1,1,3,Yes,No,No,Studio,33.588166,-7.610778
450,Casablanca,Bourgogne,865000,35,1,1,3,Yes,No,No,Studio,33.577945,-7.605603
451,Dar Bouazza,Bouskoura,1799000,125,2,2,1,Yes,Yes,Yes,Appartement,33.481655,-7.764183
452,Casablanca,Sidi Maarouf,1110000,50,1,1,2,Yes,Yes,Yes,Studio,33.543348,-7.608085
453,Casablanca,CIL,1631000,64,2,2,3,Yes,Yes,Yes,Appartement,33.589633,-7.610946
454,Casablanca,Gauthier,1771000,77,2,2,3,Yes,Yes,Yes,Appartement,33.578425,-7.604317
455,Casablanca,Hay Hassani,685000,79,2,2,5,Yes,Yes,Yes,Appartement,33.541431,-7.600784
456,Marrakech,Targa,891000,33,1,1,5,Yes,Yes,No,Studio,31.631654,-7.978616
457,Casablanca,Hay Hassani,910000,33,1,1,2,Yes,No,No,Studio,33.542145,-7.601135
458,Casablanca,Sidi Maarouf,1361000,46,1,1,1,Yes,No,No,Studio,33.536395,-7.60946
459,Marrakech,Palmeraie,1012000,42,1,1,3,Yes,Yes,No,Studio,31.62741,-7.974612
460,Tanger,California,905000,67,2,1,5,Yes,No,No,Appartement,35.761101,-5.83915
461,Casablanca,Ain Sebaâ,1390000,56,1,1,1,Yes,No,Yes,Studio,33.55456,-7.564626
462,Casablanca,Anfa,995000,105,2,1,5,Yes,No,Yes,Appartement,33.601214,-7.612136
463,Casablanca,Bourgogne,2780000,155,3,2,3,Yes,Yes,Yes,Appartement,33.5783,-7.600632
464,Casablanca,Palmier,2348000,126,2,1,3,Yes,No,No,Appartement,33.58184,-7.603425
465,Meknès,Al Qods,1438000,156,3,2,2,Yes,No,No,Appartement,33.894836,-5.549788
466,Casablanca,Gauthier,3704000,305,4,3,3,Yes,Yes,Yes,Appartement,33.583025,-7.602124
467,Casablanca,Anfa,1651000,134,3,2,4,Yes,No,No,Appartement,33.590963,-7.620548
468,Casablanca,Sidi Maarouf,1131000,102,2,1,3,Yes,No,No,Appartement,33.538438,-7.613818
469,Casablanca,Bourgogne,1356000,45,1,1,4,Yes,No,Yes,Studio,33.580308,-7.596071
470,Casablanca,Sidi Maarouf,938000,35,1,1,3,Yes,No,No,Studio,33.539998,-7.610431
471,Casablanca,Sidi Maarouf,835000,30,1,1,3,Yes,No,No,Studio,33.543672,-7.608406
472,Dar Bouazza,Dar Bouazza Centre,1657000,121,2,2,1,Yes,Yes,Yes,Appartement,33.479064,-7.760236
473,Casablanca,Maarif,1176000,56,1,1,2,Yes,Yes,Yes,Studio,33.580879,-7.606584
474,Casablanca,Maarif,1497000,78,2,2,3,Yes,Yes,Yes,Appartement,33.583675,-7.612232
475,Casablanca,Sidi Maarouf,1740000,81,2,2,3,Yes,Yes,Yes,Appartement,33.542113,-7.607725
476,Casablanca,Hay Hassani,642000,75,2,2,5,Yes,Yes,Yes,Appartement,33.548931,-7.59996
477,Marrakech,Palmeraie,900000,33,1,1,5,Yes,Yes,No,Studio,31.632708,-7.981663
478,Casablanca,Anfa,980000,31,1,1,2,Yes,No,No,Studio,33.601138,-7.616761
479,Casablanca,Hay Hassani,1435000,45,1,1,1,Yes,No,No,Studio,33.549837,-7.59971
480,Marrakech,Targa,1062000,42,1,1,3,Yes,Yes,No,Studio,31.632287,-7.980841
481,Tanger,Centre-ville,915000,60,2,1,5,Yes,No,No,Appartement,35.753342,-5.830627
482,Casablanca,CIL,1527000,59,1,1,1,Yes,No,Yes,Studio,33.587246,-7.614761
483,Casablanca,Hay Hassani,966000,90,2,1,5,Yes,No,Yes,Appartement,33.547768,-7.60076
484,Casablanca,CIL,2507000,146,3,2,3,Yes,Yes,Yes,Appartement,33.596937,-7.61158
485,Casablanca,Sidi Maarouf,2464000,117,2,1,3,Yes,No,No,Appartement,33.545013,-7.607298
486,Meknès,Ismailia,1368000,154,3,2,2,Yes,No,No,Appartement,33.889594,-5.544167
487,Casablanca,Maarif,3769000,305,4,3,3,Yes,Yes,Yes,Appartement,33.588644,-7.600068
488,Casablanca,Anfa,1627000,126,3,2,4,Yes,No,No,Appartement,33.598098,-7.615878
489,Casablanca,CIL,1164000,117,2,1,3,Yes,No,No,Appartement,33.601907,-7.613942
490,Casablanca,Sidi Maarouf,1297000,47,1,1,4,Yes,No,Yes,Studio,33.542232,-7.613646
491,Casablanca,Ain Sebaâ,920000,33,1,1,3,Yes,No,No,Studio,33.556077,-7.560272
492,Casablanca,Palmier,941000,34,1,1,3,Yes,No,No,Studio,33.585764,-7.597892
493,Dar Bouazza,Bouskoura,1698000,123,2,2,1,Yes,Yes,Yes,Appartement,33.477636,-7.763469
494,Casablanca,Maarif,1131000,52,1,1,2,Yes,Yes,Yes,Studio,33.583723,-7.610163
495,Casablanca,Palmier,1609000,73,2,2,3,Yes,Yes,Yes,Appartement,33.575279,-7.591257
496,Casablanca,Sidi Maarouf,1846000,83,2,2,3,Yes,Yes,Yes,Appartement,33.545265,-7.610717
497,Casablanca,Anfa,660000,74,2,2,5,Yes,Yes,Yes,Appartement,33.597199,-7.626348
498,Marrakech,Targa,905000,37,1,1,5,Yes,Yes,No,Studio,31.627557,-7.981726
499,Casablanca,Ain Sebaâ,1008000,32,1,1,2,Yes,No,No,Studio,33.549753,-7.559403
500,Casablanca,Hay Hassani,1257000,52,1,1,1,Yes,No,No,Studio,33.547263,-7.598794
501,Marrakech,Palmeraie,1108000,40,1,1,3,Yes,Yes,No,Studio,31.624119,-7.990425
502,Tanger,Iberia,890000,59,2,1,5,Yes,No,No,Appartement,35.759876,-5.829748
503,Casablanca,Hay Hassani,1534000,55,1,1,1,Yes,No,Yes,Studio,33.555183,-7.599127
504,Casablanca,Palmier,941000,100,2,1,5,Yes,No,Yes,Appartement,33.57964,-7.599837
505,Casablanca,CIL,2708000,160,3,2,3,Yes,Yes,Yes,Appartement,33.591557,-7.604275
506,Casablanca,Palmier,2440000,139,2,1,3,Yes,No,No,Appartement,33.57775,-7.600789
507,Meknès,Ville Nouvelle,1565000,158,3,2,2,Yes,No,No,Appartement,33.892624,-5.54945
508,Casablanca,Ain Sebaâ,4197000,315,4,3,3,Yes,Yes,Yes,Appartement,33.553494,-7.562799
509,Casablanca,Hay Hassani,1580000,132,3,2,4,Yes,No,No,Appartement,33.542012,-7.599797
510,Casablanca,Hay Hassani,1087000,104,2,1,3,Yes,No,No,Appartement,33.542522,-7.590815
511,Casablanca,Bourgogne,1409000,43,1,1,4,Yes,No,Yes,Studio,33.581185,-7.603205
512,Casablanca,Sidi Maarouf,1002000,36,1,1,3,Yes,No,No,Studio,33.541677,-7.607977
513,Casablanca,Bourgogne,830000,33,1,1,3,Yes,No,No,Studio,33.579243,-7.602232
514,Dar Bouazza,Val Fleuri,1681000,120,2,2,1,Yes,Yes,Yes,Appartement,33.474319,-7.761434
515,Casablanca,Hay Hassani,1095000,54,1,1,2,Yes,Yes,Yes,Studio,33.542728,-7.601863
516,Casablanca,Sidi Maarouf,1563000,75,2,2,3,Yes,Yes,Yes,Appartement,33.538257,-7.602893
517,Casablanca,Bourgogne,1685000,82,2,2,3,Yes,Yes,Yes,Appartement,33.581012,-7.602626
518,Casablanca,Hay Hassani,683000,78,2,2,5,Yes,Yes,Yes,Appartement,33.543481,-7.595339
519,Marrakech,Guéliz,832000,40,1,1,5,Yes,Yes,No,Studio,31.629495,-7.979965
520,Casablanca,Bourgogne,906000,32,1,1,2,Yes,No,No,Studio,33.579722,-7.60673
521,Casablanca,Sidi Maarouf,1437000,49,1,1,1,Yes,No,No,Studio,33.538624,-7.611032
522,Marrakech,M'Hamid,1002000,40,1,1,3,Yes,Yes,No,Studio,31.624923,-7.983139
523,Tanger,Iberia,930000,63,2,1,5,Yes,No,No,Appartement,35.757492,-5.829977
524,Casablanca,Gauthier,1355000,53,1,1,1,Yes,No,Yes,Studio,33.581742,-7.608794
525,Casablanca,Palmier,959000,93,2,1,5,Yes,No,Yes,Appartement,33.584614,-7.599617
526,Casablanca,Anfa,2595000,154,3,2,3,Yes,Yes,Yes,Appartement,33.593814,-7.620649
527,Casablanca,Ain Sebaâ,2235000,124,2,1,3,Yes,No,No,Appartement,33.555211,-7.564328
528,Meknès,Ismailia,1349000,161,3,2,2,Yes,No,No,Appartement,33.886868,-5.545331
529,Casablanca,Sidi Maarouf,3813000,306,4,3,3,Yes,Yes,Yes,Appartement,33.536598,-7.610044
530,Casablanca,CIL,1678000,111,3,2,4,Yes,No,No,Appartement,33.595224,-7.618532
531,Casablanca,Ain Sebaâ,1088000,98,2,1,3,Yes,No,No,Appartement,33.549444,-7.555604
532,Casablanca,Sidi Maarouf,1316000,47,1,1,4,Yes,No,Yes,Studio,33.542478,-7.608493
533,Casablanca,Anfa,890000,37,1,1,3,Yes,No,No,Studio,33.605339,-7.621315
534,Casablanca,CIL,939000,30,1,1,3,Yes,No,No,Studio,33.593337,-7.609163
535,Dar Bouazza,Bouskoura,1684000,134,2,2,1,Yes,Yes,Yes,Appartement,33.478028,-7.764003
536,Casablanca,Gauthier,1223000,52,1,1,2,Yes,Yes,Yes,Studio,33.577251,-7.600781
